Year	Team	No.	Player	Pos	Pos2	Age	Ht	Wt	S	C	Exp	Birth Mth	Birth Day	Birth Year	Birthdate	Summary
2008-09	STL	33	David Koci	LW	F	27	78	238	L	-	2	5	12	1981	5/12/81	"0 G, 0 A, 0 P"
2008-09	TBL	33	David Koci	LW	F	27	78	238	L	-	2	5	12	1981	5/12/81	"1 G, 1 A, 2 P"
2009-10	COL	28	David Koci	D	D	28	78	238	L	-	3	5	12	1981	5/12/81	"1 G, 0 A, 1 P"
2010-11	COL	28	David Koci	D	D	29	78	238	L	-	4	5	12	1981	5/12/81	"1 G, 0 A, 1 P"
2005-06	WSH	70	David Steckel	LW	F	23	78	215	L	-	0	3	15	1982	3/15/82	"0 G, 0 A, 0 P"
2006-07	WSH	25	David Steckel	LW	F	24	78	215	L	-	1	3	15	1982	3/15/82	"0 G, 0 A, 0 P"
2007-08	WSH	39	David Steckel	C	F	25	78	215	L	-	2	3	15	1982	3/15/82	"5 G, 7 A, 12 P"
2008-09	WSH	39	David Steckel	C	F	26	78	215	L	-	3	3	15	1982	3/15/82	"8 G, 11 A, 19 P"
2009-10	WSH	39	David Steckel	C	F	27	78	215	L	-	4	3	15	1982	3/15/82	"5 G, 11 A, 16 P"
2010-11	NJD	25	David Steckel	C	F	28	78	215	L	-	5	3	15	1982	3/15/82	"1 G, 0 A, 1 P"
2010-11	WSH	39	David Steckel	C	F	28	78	215	L	-	5	3	15	1982	3/15/82	"5 G, 6 A, 11 P"
2011-12	TOR	20	David Steckel	C	F	29	78	215	L	-	6	3	15	1982	3/15/82	"8 G, 5 A, 13 P"
2012-13	ANA	20	David Steckel	C	F	30	78	215	L	-	7	3	15	1982	3/15/82	"1 G, 5 A, 6 P"
2012-13	TOR	20	David Steckel	C	F	30	78	215	L	-	7	3	15	1982	3/15/82	"0 G, 1 A, 1 P"
2013-14	ANA	20	David Steckel	C	F	31	78	215	L	-	8	3	15	1982	3/15/82	"0 G, 0 A, 0 P"
1988-89	MNS	40	Dean Kolstad	D	D	20	78	220	L	-	0	6	16	1968	6/16/68	"1 G, 5 A, 6 P"
1990-91	MNS	40	Dean Kolstad	D	D	22	78	220	L	-	1	6	16	1968	6/16/68	"0 G, 0 A, 0 P"
1992-93	SJS	29	Dean Kolstad	D	D	24	78	220	L	-	2	6	16	1968	6/16/68	"0 G, 2 A, 2 P"
2015-16	MIN	40	Devan Dubnyk	G	G	29	78	218	-	L	6	5	4	1986	5/4/86	"32-26-6, 2.33 GAA"
2016-17	MIN	40	Devan Dubnyk	G	G	30	78	218	-	L	7	5	4	1986	5/4/86	"40-19-5, 2.25 GAA"
2017-18	MIN	40	Devan Dubnyk	G	G	31	78	218	-	L	8	5	4	1986	5/4/86	"18-9-3, 2.59 GAA"
2015-16	CGY	27	Dougie Hamilton	D	D	22	78	210	R	-	3	6	17	1993	6/17/93	"12 G, 31 A, 43 P"
2016-17	CGY	27	Dougie Hamilton	D	D	23	78	210	R	-	4	6	17	1993	6/17/93	"13 G, 37 A, 50 P"
2017-18	CGY	27	Dougie Hamilton	D	D	24	78	210	R	-	5	6	17	1993	6/17/93	"8 G, 14 A, 22 P"
1996-97	NYR	29	Eric Cairns	D	D	22	78	230	L	-	0	6	27	1974	6/27/74	"0 G, 1 A, 1 P"
1997-98	NYR	29	Eric Cairns	D	D	23	78	230	L	-	1	6	27	1974	6/27/74	"0 G, 3 A, 3 P"
1998-99	NYI	33	Eric Cairns	D	D	24	78	230	L	-	2	6	27	1974	6/27/74	"0 G, 3 A, 3 P"
1999-00	NYI	33	Eric Cairns	D	D	25	78	230	L	-	3	6	27	1974	6/27/74	"2 G, 7 A, 9 P"
2000-01	NYI	33	Eric Cairns	D	D	26	78	230	L	-	4	6	27	1974	6/27/74	"2 G, 2 A, 4 P"
2001-02	NYI	33	Eric Cairns	D	D	27	78	230	L	-	5	6	27	1974	6/27/74	"2 G, 5 A, 7 P"
2002-03	NYI	33	Eric Cairns	D	D	28	78	230	L	-	6	6	27	1974	6/27/74	"1 G, 4 A, 5 P"
2003-04	NYI	33	Eric Cairns	D	D	29	78	230	L	-	7	6	27	1974	6/27/74	"2 G, 6 A, 8 P"
2005-06	FLA	33	Eric Cairns	D	D	31	78	230	L	-	8	6	27	1974	6/27/74	"0 G, 1 A, 1 P"
2005-06	PIT	33	Eric Cairns	D	D	31	78	230	L	-	8	6	27	1974	6/27/74	"1 G, 0 A, 1 P"
2006-07	PIT	33	Eric Cairns	D	D	32	78	230	L	-	9	6	27	1974	6/27/74	"0 G, 0 A, 0 P"
1994-95	CHI	55	Eric Daze	LW	F	19	78	235	L	-	0	7	2	1975	7/2/75	"1 G, 1 A, 2 P"
1995-96	CHI	55	Eric Daze	LW	F	20	78	235	L	-	1	7	2	1975	7/2/75	"30 G, 23 A, 53 P"
1996-97	CHI	55	Eric Daze	RW	F	21	78	235	L	-	2	7	2	1975	7/2/75	"22 G, 19 A, 41 P"
1997-98	CHI	55	Eric Daze	RW	F	22	78	235	L	-	3	7	2	1975	7/2/75	"31 G, 11 A, 42 P"
1998-99	CHI	55	Eric Daze	LW	F	23	78	235	L	-	4	7	2	1975	7/2/75	"22 G, 20 A, 42 P"
1999-00	CHI	55	Eric Daze	RW	F	24	78	235	L	-	5	7	2	1975	7/2/75	"23 G, 13 A, 36 P"
2000-01	CHI	55	Eric Daze	LW	F	25	78	235	L	-	6	7	2	1975	7/2/75	"33 G, 24 A, 57 P"
2001-02	CHI	55	Eric Daze	LW	F	26	78	235	L	-	7	7	2	1975	7/2/75	"38 G, 32 A, 70 P"
2002-03	CHI	55	Eric Daze	LW	F	27	78	235	L	-	8	7	2	1975	7/2/75	"22 G, 22 A, 44 P"
2003-04	CHI	55	Eric Daze	RW	F	28	78	235	L	-	9	7	2	1975	7/2/75	"4 G, 7 A, 11 P"
2005-06	CHI	55	Eric Daze	LW	F	30	78	235	L	-	10	7	2	1975	7/2/75	"0 G, 0 A, 0 P"
1988-89	EDM	35	Francois Leroux	D	D	18	78	247	L	-	0	4	18	1970	4/18/70	"0 G, 0 A, 0 P"
1989-90	EDM	35	Francois Leroux	D	D	19	78	247	L	-	1	4	18	1970	4/18/70	"0 G, 1 A, 1 P"
1990-91	EDM	35	Francois Leroux	D	D	20	78	247	L	-	2	4	18	1970	4/18/70	"0 G, 2 A, 2 P"
1991-92	EDM	35	Francois Leroux	D	D	21	78	247	L	-	3	4	18	1970	4/18/70	"0 G, 0 A, 0 P"
1992-93	EDM	35	Francois Leroux	D	D	22	78	247	L	-	4	4	18	1970	4/18/70	"0 G, 0 A, 0 P"
1993-94	OTT	29	Francois Leroux	D	D	23	78	247	L	-	5	4	18	1970	4/18/70	"0 G, 1 A, 1 P"
1994-95	PIT	18	Francois Leroux	D	D	24	78	247	L	-	6	4	18	1970	4/18/70	"0 G, 2 A, 2 P"
1995-96	PIT	18	Francois Leroux	D	D	25	78	247	L	-	7	4	18	1970	4/18/70	"2 G, 9 A, 11 P"
1996-97	PIT	18	Francois Leroux	D	D	26	78	247	L	-	8	4	18	1970	4/18/70	"0 G, 3 A, 3 P"
1997-98	COL	27	Francois Leroux	LW	F	27	78	247	L	-	9	4	18	1970	4/18/70	"1 G, 2 A, 3 P"
1977-78	MTL	24	Gilles Lupien	D	D	23	78	210	L	-	0	4	20	1954	4/20/54	"1 G, 3 A, 4 P"
1978-79	MTL	24	Gilles Lupien	D	D	24	78	210	L	-	1	4	20	1954	4/20/54	"1 G, 9 A, 10 P"
1979-80	MTL	24	Gilles Lupien	D	D	25	78	210	L	-	2	4	20	1954	4/20/54	"1 G, 7 A, 8 P"
1980-81	PIT	2	Gilles Lupien	D	D	26	78	210	L	-	3	4	20	1954	4/20/54	"0 G, 1 A, 1 P"
1980-81	HAR	23	Gilles Lupien	D	D	26	78	210	L	-	3	4	20	1954	4/20/54	"2 G, 4 A, 6 P"
1981-82	HAR	23	Gilles Lupien	D	D	27	78	210	L	-	4	4	20	1954	4/20/54	"0 G, 1 A, 1 P"
2010-11	CGY	35	Henrik Karlsson	G	G	27	78	209	-	L	0	11	27	1983	11/27/83	"4-5-6, 2.58 GAA"
2011-12	CGY	35	Henrik Karlsson	G	G	28	78	209	-	L	1	11	27	1983	11/27/83	"1-4-2, 3.17 GAA"
2010-11	FLA	28	Hugh Jessiman	RW	F	26	78	221	R	-	0	3	28	1984	3/28/84	"0 G, 0 A, 0 P"
2015-16	VAN	25	Jacob Markstrom	G	G	26	78	196	-	L	5	1	31	1990	1/31/90	"13-14-4, 2.73 GAA"
2016-17	VAN	25	Jacob Markstrom	G	G	27	78	196	-	L	6	1	31	1990	1/31/90	"10-11-3, 2.63 GAA"
2017-18	VAN	25	Jacob Markstrom	G	G	28	78	196	-	L	7	1	31	1990	1/31/90	"12-15-5, 2.76 GAA"
2016-17	DET	31	Jared Coreau	G	G	25	78	220	-	L	0	11	5	1991	11/5/91	"5-4-3, 3.46 GAA"
2012-13	MTL	42	Jarred Tinordi	D	D	20	78	227	L	-	0	2	20	1992	2/20/92	"0 G, 2 A, 2 P"
2013-14	MTL	24	Jarred Tinordi	D	D	21	78	227	L	-	1	2	20	1992	2/20/92	"0 G, 2 A, 2 P"
2014-15	MTL	24	Jarred Tinordi	D	D	22	78	227	L	-	2	2	20	1992	2/20/92	"0 G, 2 A, 2 P"
2015-16	MTL	24	Jarred Tinordi	D	D	23	78	230	L	-	3	2	20	1992	2/20/92	"0 G, 0 A, 0 P"
2015-16	ARZ	28	Jarred Tinordi	D	D	23	78	230	L	-	3	2	20	1992	2/20/92	"0 G, 0 A, 0 P"
2016-17	ANA	75	Jaycob Megna	D	D	24	78	219	L	-	0	12	10	1992	12/10/92	"0 G, 0 A, 0 P"
2006-07	WSH	55	Jeff Schultz	D	D	20	78	230	L	-	0	2	25	1986	2/25/86	"0 G, 3 A, 3 P"
2007-08	WSH	55	Jeff Schultz	D	D	21	78	230	L	-	1	2	25	1986	2/25/86	"5 G, 13 A, 18 P"
2008-09	WSH	55	Jeff Schultz	D	D	22	78	230	L	-	2	2	25	1986	2/25/86	"1 G, 11 A, 12 P"
2009-10	WSH	55	Jeff Schultz	D	D	23	78	230	L	-	3	2	25	1986	2/25/86	"3 G, 20 A, 23 P"
2010-11	WSH	55	Jeff Schultz	D	D	24	78	230	L	-	4	2	25	1986	2/25/86	"1 G, 9 A, 10 P"
2011-12	WSH	55	Jeff Schultz	D	D	25	78	230	L	-	5	2	25	1986	2/25/86	"1 G, 5 A, 6 P"
2012-13	WSH	55	Jeff Schultz	D	D	26	78	230	L	-	6	2	25	1986	2/25/86	"0 G, 3 A, 3 P"
2014-15	LAK	55	Jeff Schultz	D	D	28	78	230	L	-	7	2	25	1986	2/25/86	"0 G, 1 A, 1 P"
2015-16	LAK	55	Jeff Schultz	D	D	29	78	225	L	-	8	2	25	1986	2/25/86	"0 G, 0 A, 0 P"
2011-12	CHI	39	Jimmy Hayes	RW	F	22	78	221	R	-	0	11	21	1989	11/21/89	"5 G, 4 A, 9 P"
2012-13	CHI	39	Jimmy Hayes	RW	F	23	78	221	R	-	1	11	21	1989	11/21/89	"1 G, 3 A, 4 P"
2013-14	FLA	12	Jimmy Hayes	RW	F	24	78	221	R	-	2	11	21	1989	11/21/89	"11 G, 7 A, 18 P"
2013-14	CHI	17	Jimmy Hayes	RW	F	24	78	221	R	-	2	11	21	1989	11/21/89	"0 G, 0 A, 0 P"
2014-15	FLA	12	Jimmy Hayes	RW	F	25	78	221	R	-	3	11	21	1989	11/21/89	"16 G, 10 A, 26 P"
1997-98	BOS	39	Joel Prpic	C	F	23	78	225	L	-	0	9	25	1974	9/25/74	"0 G, 0 A, 0 P"
1999-00	BOS	39	Joel Prpic	C	F	25	78	225	L	-	1	9	25	1974	9/25/74	"0 G, 3 A, 3 P"
2000-01	COL	63	Joel Prpic	C	F	26	78	225	L	-	2	9	25	1974	9/25/74	"0 G, 0 A, 0 P"
2007-08	CAR	29	Joey Mormina	D	D	25	78	220	L	-	0	6	29	1982	6/29/82	"0 G, 0 A, 0 P"
2016-17	CGY	32	Jon Gillies	G	G	23	78	223	-	L	0	1	22	1994	1/22/94	"1-0-0, 1.00 GAA"
2010-11	TOR	59	Keith Aulie	D	D	21	78	228	L	-	0	6	11	1989	6/11/89	"2 G, 0 A, 2 P"
2011-12	TBL	3	Keith Aulie	D	D	22	78	228	L	-	1	6	11	1989	6/11/89	"0 G, 1 A, 1 P"
2011-12	TOR	59	Keith Aulie	D	D	22	78	228	L	-	1	6	11	1989	6/11/89	"0 G, 2 A, 2 P"
2012-13	TBL	3	Keith Aulie	D	D	23	78	228	L	-	2	6	11	1989	6/11/89	"2 G, 5 A, 7 P"
2013-14	TBL	3	Keith Aulie	D	D	24	78	228	L	-	3	6	11	1989	6/11/89	"0 G, 1 A, 1 P"
2014-15	EDM	22	Keith Aulie	D	D	25	78	228	L	-	4	6	11	1989	6/11/89	"0 G, 0 A, 0 P"
2013-14	VAN	54	Kellan Lain	LW	F	24	78	217	L	-	0	8	11	1989	8/11/89	"1 G, 0 A, 1 P"
1985-86	NYR	8	Kjell Samuelsson	D	D	27	78	235	R	-	0	10	18	1958	10/18/58	"0 G, 0 A, 0 P"
1986-87	NYR	26	Kjell Samuelsson	D	D	28	78	235	R	-	1	10	18	1958	10/18/58	"2 G, 6 A, 8 P"
1986-87	PHI	28	Kjell Samuelsson	D	D	28	78	235	R	-	1	10	18	1958	10/18/58	"1 G, 6 A, 7 P"
1987-88	PHI	28	Kjell Samuelsson	D	D	29	78	235	R	-	2	10	18	1958	10/18/58	"6 G, 24 A, 30 P"
1988-89	PHI	28	Kjell Samuelsson	D	D	30	78	235	R	-	3	10	18	1958	10/18/58	"3 G, 14 A, 17 P"
1989-90	PHI	28	Kjell Samuelsson	D	D	31	78	235	R	-	4	10	18	1958	10/18/58	"5 G, 17 A, 22 P"
1990-91	PHI	28	Kjell Samuelsson	D	D	32	78	235	R	-	5	10	18	1958	10/18/58	"9 G, 19 A, 28 P"
1991-92	PIT	23	Kjell Samuelsson	D	D	33	78	235	R	-	6	10	18	1958	10/18/58	"1 G, 2 A, 3 P"
1991-92	PHI	28	Kjell Samuelsson	D	D	33	78	235	R	-	6	10	18	1958	10/18/58	"4 G, 9 A, 13 P"
1992-93	PIT	28	Kjell Samuelsson	D	D	34	78	235	R	-	7	10	18	1958	10/18/58	"3 G, 6 A, 9 P"
1993-94	PIT	28	Kjell Samuelsson	D	D	35	78	235	R	-	8	10	18	1958	10/18/58	"5 G, 8 A, 13 P"
1994-95	PIT	28	Kjell Samuelsson	D	D	36	78	235	R	-	9	10	18	1958	10/18/58	"1 G, 6 A, 7 P"
1995-96	PHI	28	Kjell Samuelsson	D	D	37	78	235	R	-	10	10	18	1958	10/18/58	"3 G, 11 A, 14 P"
1996-97	PHI	28	Kjell Samuelsson	D	D	38	78	235	R	-	11	10	18	1958	10/18/58	"4 G, 3 A, 7 P"
1997-98	PHI	28	Kjell Samuelsson	D	D	39	78	235	R	-	12	10	18	1958	10/18/58	"0 G, 3 A, 3 P"
1998-99	TBL	28	Kjell Samuelsson	D	D	40	78	235	R	-	13	10	18	1958	10/18/58	"1 G, 4 A, 5 P"
2015-16	NYR	45	Magnus Hellberg	G	G	24	78	209	-	L	1	4	4	1991	4/4/91	"0-0-0, 6.00 GAA"
2016-17	NYR	45	Magnus Hellberg	G	G	25	78	209	-	L	2	4	4	1991	4/4/91	"1-0-0, 1.52 GAA"
1994-95	HAR	23	Marek Malik	D	D	19	78	235	L	-	0	6	24	1975	6/24/75	"0 G, 1 A, 1 P"
1995-96	HAR	23	Marek Malik	D	D	20	78	235	L	-	1	6	24	1975	6/24/75	"0 G, 0 A, 0 P"
1996-97	HAR	23	Marek Malik	D	D	21	78	235	L	-	2	6	24	1975	6/24/75	"1 G, 5 A, 6 P"
1998-99	CAR	5	Marek Malik	D	D	23	78	235	L	-	3	6	24	1975	6/24/75	"2 G, 9 A, 11 P"
1999-00	CAR	5	Marek Malik	D	D	24	78	235	L	-	4	6	24	1975	6/24/75	"4 G, 10 A, 14 P"
2000-01	CAR	5	Marek Malik	D	D	25	78	235	L	-	5	6	24	1975	6/24/75	"6 G, 14 A, 20 P"
2001-02	CAR	5	Marek Malik	D	D	26	78	235	L	-	6	6	24	1975	6/24/75	"4 G, 19 A, 23 P"
2002-03	CAR	5	Marek Malik	D	D	27	78	235	L	-	7	6	24	1975	6/24/75	"0 G, 2 A, 2 P"
2002-03	VAN	8	Marek Malik	D	D	27	78	235	L	-	7	6	24	1975	6/24/75	"7 G, 11 A, 18 P"
2003-04	VAN	8	Marek Malik	D	D	28	78	235	L	-	8	6	24	1975	6/24/75	"3 G, 16 A, 19 P"
2005-06	NYR	8	Marek Malik	D	D	30	78	235	L	-	9	6	24	1975	6/24/75	"2 G, 16 A, 18 P"
2006-07	NYR	8	Marek Malik	D	D	31	78	235	L	-	10	6	24	1975	6/24/75	"2 G, 19 A, 21 P"
2007-08	NYR	8	Marek Malik	D	D	32	78	235	L	-	11	6	24	1975	6/24/75	"2 G, 8 A, 10 P"
2008-09	TBL	22	Marek Malik	D	D	33	78	235	L	-	12	6	24	1975	6/24/75	"0 G, 5 A, 5 P"
1993-94	WPG	39	Mark Visheau	D	D	20	78	222	R	-	0	6	27	1973	6/27/73	"0 G, 0 A, 0 P"
1998-99	LAK	48	Mark Visheau	D	D	25	78	222	R	-	1	6	27	1973	6/27/73	"1 G, 3 A, 4 P"
2007-08	PHX	11	Martin Hanzal	C	F	20	78	236	L	-	0	2	20	1987	2/20/87	"8 G, 27 A, 35 P"
2008-09	PHX	11	Martin Hanzal	C	F	21	78	236	L	-	1	2	20	1987	2/20/87	"11 G, 20 A, 31 P"
2009-10	PHX	11	Martin Hanzal	C	F	22	78	236	L	-	2	2	20	1987	2/20/87	"11 G, 22 A, 33 P"
2010-11	PHX	11	Martin Hanzal	C	F	23	78	236	L	-	3	2	20	1987	2/20/87	"16 G, 10 A, 26 P"
2011-12	PHX	11	Martin Hanzal	C	F	24	78	236	L	-	4	2	20	1987	2/20/87	"8 G, 26 A, 34 P"
2012-13	PHX	11	Martin Hanzal	C	F	25	78	236	L	-	5	2	20	1987	2/20/87	"11 G, 12 A, 23 P"
2013-14	PHX	11	Martin Hanzal	C	F	26	78	236	L	-	6	2	20	1987	2/20/87	"15 G, 25 A, 40 P"
2014-15	ARI	11	Martin Hanzal	C	F	27	78	236	L	-	7	2	20	1987	2/20/87	"8 G, 16 A, 24 P"
2015-16	ARZ	11	Martin Hanzal	C	F	28	78	230	L	-	8	2	20	1987	2/20/87	"13 G, 28 A, 41 P"
2016-17	MIN	19	Martin Hanzal	C	F	29	78	230	L	-	9	2	20	1987	2/20/87	"4 G, 9 A, 13 P"
2016-17	ARZ	11	Martin Hanzal	C	F	29	78	230	L	-	9	2	20	1987	2/20/87	"16 G, 10 A, 26 P"
2017-18	DAL	10	Martin Hanzal	C	F	30	78	230	L	-	10	2	20	1987	2/20/87	"4 G, 4 A, 8 P"
1999-00	NYI	34	Mathieu Biron	D	D	19	78	230	R	-	0	4	29	1980	4/29/80	"4 G, 4 A, 8 P"
2000-01	NYI	6	Mathieu Biron	D	D	20	78	230	R	-	1	4	29	1980	4/29/80	"0 G, 1 A, 1 P"
2001-02	TBL	43	Mathieu Biron	D	D	21	78	230	R	-	2	4	29	1980	4/29/80	"0 G, 0 A, 0 P"
2002-03	FLA	34	Mathieu Biron	D	D	22	78	230	R	-	3	4	29	1980	4/29/80	"1 G, 8 A, 9 P"
2003-04	FLA	34	Mathieu Biron	D	D	23	78	230	R	-	4	4	29	1980	4/29/80	"3 G, 10 A, 13 P"
2005-06	WSH	34	Mathieu Biron	D	D	25	78	230	R	-	5	4	29	1980	4/29/80	"4 G, 9 A, 13 P"
2015-16	OTT	29	Matt O'Connor	G	G	23	78	205	-	L	0	2	14	1992	2/14/92	"0-1-0, 3.10 GAA"
2007-08	TBL	32	Matt Smaby	D	D	23	78	227	L	-	0	10	14	1984	10/14/84	"0 G, 0 A, 0 P"
2008-09	TBL	32	Matt Smaby	D	D	24	78	227	L	-	1	10	14	1984	10/14/84	"0 G, 4 A, 4 P"
2009-10	TBL	32	Matt Smaby	D	D	25	78	227	L	-	2	10	14	1984	10/14/84	"0 G, 2 A, 2 P"
2010-11	TBL	32	Matt Smaby	D	D	26	78	227	L	-	3	10	14	1984	10/14/84	"0 G, 0 A, 0 P"
2015-16	MTL	34	Michael McCarron	RW	F	20	78	230	R	-	0	3	7	1995	3/7/95	"1 G, 1 A, 2 P"
2016-17	MTL	34	Michael McCarron	RW	F	21	78	230	R	-	1	3	7	1995	3/7/95	"1 G, 4 A, 5 P"
1995-96	BUF	34	Mike Wilson	D	D	20	78	229	L	-	0	2	26	1975	2/26/75	"4 G, 8 A, 12 P"
1996-97	BUF	4	Mike Wilson	D	D	21	78	229	L	-	1	2	26	1975	2/26/75	"2 G, 9 A, 11 P"
1997-98	BUF	4	Mike Wilson	D	D	22	78	229	L	-	2	2	26	1975	2/26/75	"4 G, 4 A, 8 P"
1998-99	BUF	4	Mike Wilson	D	D	23	78	229	L	-	3	2	26	1975	2/26/75	"1 G, 2 A, 3 P"
1998-99	FLA	7	Mike Wilson	D	D	23	78	229	L	-	3	2	26	1975	2/26/75	"0 G, 0 A, 0 P"
1999-00	FLA	7	Mike Wilson	D	D	24	78	229	L	-	4	2	26	1975	2/26/75	"4 G, 16 A, 20 P"
2000-01	FLA	7	Mike Wilson	D	D	25	78	229	L	-	5	2	26	1975	2/26/75	"0 G, 1 A, 1 P"
2001-02	PIT	"4,6"	Mike Wilson	D	D	26	78	229	L	-	6	2	26	1975	2/26/75	"1 G, 1 A, 2 P"
2002-03	NYR	22	Mike Wilson	D	D	27	78	229	L	-	7	2	26	1975	2/26/75	"0 G, 0 A, 0 P"
2010-11	NYI	1	Mikko Koskinen	G	G	22	78	205	-	L	0	7	18	1988	7/18/88	"2-1-0, 4.33 GAA"
2015-16	FLA	27	Nick Bjugstad	C	F	23	78	218	R	-	3	7	17	1992	7/17/92	"15 G, 19 A, 34 P"
2016-17	FLA	27	Nick Bjugstad	C	F	24	78	218	R	-	4	7	17	1992	7/17/92	"7 G, 7 A, 14 P"
2017-18	FLA	27	Nick Bjugstad	C	F	25	78	218	R	-	5	7	17	1992	7/17/92	"9 G, 12 A, 21 P"
1999-00	TOR	9	Nik Antropov	C	F	19	78	245	L	-	0	2	18	1980	2/18/80	"12 G, 18 A, 30 P"
2000-01	TOR	9	Nik Antropov	C	F	20	78	245	L	-	1	2	18	1980	2/18/80	"6 G, 11 A, 17 P"
2001-02	TOR	11	Nik Antropov	RW	F	21	78	245	L	-	2	2	18	1980	2/18/80	"1 G, 1 A, 2 P"
2002-03	TOR	"11,80"	Nik Antropov	RW	F	22	78	245	L	-	3	2	18	1980	2/18/80	"16 G, 29 A, 45 P"
2003-04	TOR	80	Nik Antropov	C	F	23	78	245	L	-	4	2	18	1980	2/18/80	"13 G, 18 A, 31 P"
2005-06	TOR	80	Nik Antropov	RW	F	25	78	245	L	-	5	2	18	1980	2/18/80	"12 G, 19 A, 31 P"
2006-07	TOR	80	Nik Antropov	C	F	26	78	245	L	-	6	2	18	1980	2/18/80	"18 G, 15 A, 33 P"
2007-08	TOR	80	Nik Antropov	C	F	27	78	245	L	-	7	2	18	1980	2/18/80	"26 G, 30 A, 56 P"
2008-09	NYR	80	Nik Antropov	RW	F	28	78	245	L	-	8	2	18	1980	2/18/80	"7 G, 6 A, 13 P"
2008-09	TOR	80	Nik Antropov	RW	F	28	78	245	L	-	8	2	18	1980	2/18/80	"21 G, 25 A, 46 P"
2009-10	ATL	80	Nik Antropov	C	F	29	78	245	L	-	9	2	18	1980	2/18/80	"24 G, 43 A, 67 P"
2010-11	ATL	80	Nik Antropov	C	F	30	78	245	L	-	10	2	18	1980	2/18/80	"16 G, 25 A, 41 P"
2011-12	WPG	80	Nik Antropov	C	F	31	78	245	L	-	11	2	18	1980	2/18/80	"15 G, 20 A, 35 P"
2012-13	WPG	80	Nik Antropov	C	F	32	78	245	L	-	12	2	18	1980	2/18/80	"6 G, 12 A, 18 P"
2001-02	WSH	40	Nolan Yonkman	D	D	20	78	253	R	-	0	4	1	1981	4/1/81	"1 G, 0 A, 1 P"
2003-04	WSH	40	Nolan Yonkman	D	D	22	78	253	R	-	1	4	1	1981	4/1/81	"0 G, 0 A, 0 P"
2005-06	WSH	40	Nolan Yonkman	D	D	24	78	253	R	-	2	4	1	1981	4/1/81	"0 G, 7 A, 7 P"
2010-11	PHX	52	Nolan Yonkman	D	D	29	78	253	R	-	3	4	1	1981	4/1/81	"0 G, 1 A, 1 P"
2011-12	FLA	34	Nolan Yonkman	D	D	30	78	253	R	-	4	4	1	1981	4/1/81	"0 G, 0 A, 0 P"
2012-13	FLA	34	Nolan Yonkman	D	D	31	78	253	R	-	5	4	1	1981	4/1/81	"0 G, 0 A, 0 P"
2013-14	ANA	40	Nolan Yonkman	D	D	32	78	253	R	-	6	4	1	1981	4/1/81	"0 G, 1 A, 1 P"
2012-13	PHI	38	Oliver Lauridsen	D	D	23	78	220	L	-	0	3	24	1989	3/24/89	"2 G, 1 A, 3 P"
2012-13	COL	58	Patrick Bordeleau	LW	F	26	78	225	L	-	0	3	23	1986	3/23/86	"2 G, 3 A, 5 P"
2013-14	COL	58	Patrick Bordeleau	LW	F	27	78	225	L	-	1	3	23	1986	3/23/86	"6 G, 5 A, 11 P"
2014-15	COL	58	Patrick Bordeleau	LW	F	28	78	225	L	-	2	3	23	1986	3/23/86	"0 G, 0 A, 0 P"
1993-94	MTL	34	Peter Popovic	D	D	25	78	243	L	-	0	2	10	1968	2/10/68	"2 G, 12 A, 14 P"
1994-95	MTL	34	Peter Popovic	D	D	26	78	243	L	-	1	2	10	1968	2/10/68	"0 G, 5 A, 5 P"
1995-96	MTL	34	Peter Popovic	D	D	27	78	243	L	-	2	2	10	1968	2/10/68	"2 G, 12 A, 14 P"
1996-97	MTL	34	Peter Popovic	D	D	28	78	243	L	-	3	2	10	1968	2/10/68	"1 G, 13 A, 14 P"
1997-98	MTL	34	Peter Popovic	D	D	29	78	243	L	-	4	2	10	1968	2/10/68	"2 G, 6 A, 8 P"
1998-99	NYR	34	Peter Popovic	D	D	30	78	243	L	-	5	2	10	1968	2/10/68	"1 G, 4 A, 5 P"
1999-00	PIT	34	Peter Popovic	D	D	31	78	243	L	-	6	2	10	1968	2/10/68	"1 G, 5 A, 6 P"
2000-01	BOS	23	Peter Popovic	D	D	32	78	243	L	-	7	2	10	1968	2/10/68	"1 G, 6 A, 7 P"
1997-98	FLA	28	Peter Worrell	LW	F	20	78	235	L	-	0	8	18	1977	8/18/77	"0 G, 0 A, 0 P"
1998-99	FLA	28	Peter Worrell	LW	F	21	78	235	L	-	1	8	18	1977	8/18/77	"4 G, 5 A, 9 P"
1999-00	FLA	8	Peter Worrell	LW	F	22	78	235	L	-	2	8	18	1977	8/18/77	"3 G, 6 A, 9 P"
2000-01	FLA	8	Peter Worrell	LW	F	23	78	235	L	-	3	8	18	1977	8/18/77	"3 G, 7 A, 10 P"
2001-02	FLA	8	Peter Worrell	LW	F	24	78	235	L	-	4	8	18	1977	8/18/77	"4 G, 5 A, 9 P"
2002-03	FLA	8	Peter Worrell	LW	F	25	78	235	L	-	5	8	18	1977	8/18/77	"2 G, 3 A, 5 P"
2003-04	COL	28	Peter Worrell	LW	F	26	78	235	L	-	6	8	18	1977	8/18/77	"3 G, 1 A, 4 P"
1996-97	CGY	8	Sami Helenius	D	D	23	78	230	L	-	0	1	22	1974	1/22/74	"0 G, 1 A, 1 P"
1998-99	TBL	3	Sami Helenius	D	D	25	78	230	L	-	1	1	22	1974	1/22/74	"1 G, 0 A, 1 P"
